"","state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.calls","total.day.charge","total.eve.calls","total.eve.charge","total.night.calls","total.night.charge","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn","c5_pred","knn_pred","logis_pred","nb_pred","rf_pred"
"30","21",0.282700421940928,"1","1",0,0.571428571428571,0.416950886766712,0.709923664122137,0.524441340782123,0.605882352941176,0.287711124053582,0.157894736842105,0.62406015037594,0.428571428571429,"1","1","1",0,"1","1"
"31","51",0.248945147679325,"2","2",0.711538461538462,0.722222222222222,0.53137789904502,0.526717557251908,0.261173184357542,0.676470588235294,0.552125800815376,0.263157894736842,0.462406015037594,0.428571428571429,"1","1","1",0,"1","1"
"32","4",0.40506329113924,"1","1",0,0.317460317460317,0.273192360163711,0.381679389312977,0.627444134078212,0.464705882352941,0.546884100174723,0.157894736842105,0.639097744360902,0.285714285714286,"1","1","1",0,"1","1"
"33","13",0.383966244725738,"1","1",0,0.76984126984127,0.38130968622101,0.687022900763359,0.454958100558659,0.7,0.504950495049505,0.157894736842105,0.507518796992481,0.428571428571429,"1","1","1",0,"1","1"
"34","47",0.746835443037975,"1","1",0,0.619047619047619,0.5018758526603,0.404580152671756,0.754539106145251,0.594117647058824,0.444962143273151,0.368421052631579,0.513157894736842,0.428571428571429,"1","1","1",0,"1","1"
"35","17",0.375527426160338,"1","2",0.576923076923077,0.555555555555556,0.535470668485675,0.541984732824427,0.696578212290503,0.523529411764706,0.46592894583576,0.0526315789473684,0.558270676691729,0.142857142857143,"1","1","1",0,"1","1"
"36","26",0.29957805907173,"1","1",0,0.333333333333333,0.468792633015007,0.67175572519084,0.563896648044693,0.776470588235294,0.524752475247525,0.157894736842105,0.609022556390977,0.285714285714286,"1","1","1",0,"1","1"
"37","5",0.30379746835443,"1","1",0,0.626984126984127,0.379774897680764,0.282442748091603,0.466829608938547,0.417647058823529,0.453115899825277,0.105263157894737,0.543233082706767,0.142857142857143,"2","1","1",0,"1","1"
"38","36",0.223628691983122,"1","1",0,0.698412698412698,0.721350613915416,0.374045801526718,0,0.423529411764706,0.400116482236459,0.315789473684211,0.56390977443609,0,"1","1","1",0,"1","1"
"39","30",0.675105485232067,"1","1",0,0.722222222222222,0.462653478854025,0.305343511450382,0.762918994413408,0.5,0.474665113570181,0.315789473684211,0.680451127819549,0.142857142857143,"1","1","1",0,"1","1"
"40","5",0.523206751054852,"2","1",0,0.619047619047619,0.440995907230559,0.67175572519084,0.395600558659218,0.647058823529412,0.644729178800233,0.0526315789473684,0.421052631578947,0.285714285714286,"2","2","1",1,"2","2"
"41","38",0.814345991561181,"1","1",0,0.333333333333333,0.729706684856753,0.381679389312977,0.841829608938548,0.623529411764706,0.633663366336634,0.210526315789474,0.68984962406015,0.142857142857143,"2","2","1",1,"1","2"
"42","27",0.286919831223629,"1","2",0.769230769230769,0.571428571428571,0.20412687585266,0.427480916030534,0.41340782122905,0.482352941176471,0.4944670937682,0.315789473684211,0.635338345864662,0.142857142857143,"1","1","1",0,"1","1"
"43","49",0.590717299578059,"1","2",0.634615384615385,0.738095238095238,0.469133697135061,0.519083969465649,0.482891061452514,0.458823529411765,0.576587070471753,0.210526315789474,0.558270676691729,0.285714285714286,"1","1","1",0,"1","1"
"44","42",0.409282700421941,"1","1",0,0.246031746031746,0.871418826739427,0.450381679389313,0.344972067039106,0.582352941176471,1,0.210526315789474,0.516917293233083,0.285714285714286,"2","2","1",0,"1","2"
"45","36",0.459915611814346,"1","1",0,0.452380952380952,0.48993860845839,0.679389312977099,0.635474860335196,0.670588235294118,0.510774606872452,0.421052631578947,0.483082706766917,0,"1","1","1",0,"1","1"
"46","22",0.291139240506329,"1","1",0,0.111111111111111,0.471180081855389,0.183206106870229,0.585893854748603,0.617647058823529,0.507280139778684,0.421052631578947,0.543233082706767,0.428571428571429,"1","1","1",0,"1","1"
"47","33",0.29957805907173,"1","1",0,0.611111111111111,0.533765347885402,0.49618320610687,0.650837988826816,0.558823529411765,0.72859638905067,0.157894736842105,0.223684210526316,0.142857142857143,"1","1","1",0,"1","1"
"48","50",0.274261603375527,"1","1",0,0.682539682539683,0.675477489768076,0.549618320610687,0.61731843575419,0.482352941176471,0.401281304601048,0.157894736842105,0.43609022556391,0.142857142857143,"1","1","1",0,"1","1"
"49","24",0.329113924050633,"1","1",0,0.619047619047619,0.332537517053206,0.526717557251908,0.77304469273743,0.488235294117647,0.322655794991264,0.210526315789474,0.37593984962406,0.142857142857143,"1","1","1",0,"1","1"
"50","23",0.253164556962025,"1","1",0,0.53968253968254,0.585095497953615,0.442748091603053,0.901536312849162,0.429411764705882,0.529411764705882,0.421052631578947,0.513157894736842,0.142857142857143,"2","1","1",0,"1","1"
"51","6",0.40506329113924,"2","1",0,0.76984126984127,0.649386084583902,0.748091603053435,0.709148044692738,0.564705882352941,0.411764705882353,0.210526315789474,0.345864661654135,0,"1","1","1",1,"2","1"
"52","12",0.261603375527426,"1","1",0,0.484126984126984,0.30712824010914,0.221374045801527,0.560405027932961,0.564705882352941,0.596389050669773,0.421052631578947,0.56390977443609,0,"1","1","1",0,"1","1"
"53","47",0.320675105485232,"1","2",0.692307692307692,0.428571428571429,0.480047748976808,0.564885496183206,0.41340782122905,0.676470588235294,0.680838672102504,0.210526315789474,0.599624060150376,0.285714285714286,"1","1","1",0,"1","1"
"54","44",0.30379746835443,"1","1",0,0.5,0.547066848567531,0.389312977099237,0.221019553072626,0.494117647058824,0.637157833430402,0.684210526315789,0.821428571428571,0.142857142857143,"1","1","1",0,"1","1"
"55","47",0.438818565400844,"1","1",0,0.468253968253968,0.467087312414734,0.49618320610687,0.628491620111732,0.711764705882353,0.444962143273151,0.263157894736842,0.349624060150376,0.428571428571429,"1","1","1",0,"1","1"
"56","38",0.666666666666667,"1","1",0,0.547619047619048,0.503069577080491,0.83969465648855,0.50768156424581,0.641176470588235,0.658124635993011,0.263157894736842,0.680451127819549,0,"1","1","1",0,"1","1"
"57","33",0.345991561181435,"1","1",0,0.373015873015873,0.356582537517053,0.603053435114504,0.496508379888268,0.694117647058824,0.574257425742574,0.210526315789474,0.49812030075188,0.285714285714286,"1","1","1",0,"1","1"
"58","42",0.388185654008439,"1","1",0,0.587301587301587,0.605729877216917,0.244274809160305,0.619064245810056,0.788235294117647,0.377402446126966,0.210526315789474,0.669172932330827,0,"1","1","1",0,"1","1"
"59","21",0.443037974683544,"1","2",0.423076923076923,0.388888888888889,0.614597544338336,0.244274809160305,0.658868715083799,0.582352941176471,0.347117064647641,0.315789473684211,0.462406015037594,0.142857142857143,"1","1","1",0,"1","1"
"60","45",0.409282700421941,"1","1",0,0.246031746031746,0.595156889495225,0.435114503816794,0.600209497206704,0.476470588235294,0.61094933022714,0.157894736842105,0.50187969924812,0.285714285714286,"1","1","1",0,"1","1"
"61","32",0.683544303797468,"1","1",0,0.484126984126984,0.21862210095498,0.49618320610687,0.305167597765363,0.629411764705882,0.449039021549214,0.210526315789474,0.406015037593985,0.142857142857143,"1","1","1",0,"1","1"
"62","20",0.708860759493671,"1","2",0.423076923076923,0.547619047619048,0.413199181446112,0.404580152671756,0.548533519553073,0.541176470588235,0.695398951659872,0.368421052631579,0.578947368421053,0.285714285714286,"1","1","1",0,"1","1"
"63","34",0.464135021097046,"1","1",0,0.174603174603175,0.863915416098227,0.480916030534351,0.401536312849162,0.682352941176471,0.493302271403611,0.0526315789473684,0.629699248120301,0.142857142857143,"2","2","1",0,"2","2"
"64","43",0.683544303797468,"1","1",0,0.666666666666667,0.785982264665757,0.404580152671756,0.275837988826816,0.529411764705882,0.44612696563774,0.421052631578947,0.528195488721804,0,"1","1","1",0,"1","1"
"65","22",0.236286919831224,"1","1",0,0.515873015873016,0.430763983628922,0.458015267175573,0.569134078212291,0.376470588235294,0.631916132789749,0.368421052631579,0.381578947368421,0.142857142857143,"1","1","1",0,"1","1"
"66","2",0.489451476793249,"1","1",0,0.325396825396825,0.556446111869031,0.412213740458015,0.467178770949721,0.7,0.613278974956319,0.315789473684211,0.537593984962406,0,"1","1","1",0,"1","1"
"67","19",0.354430379746835,"1","1",0,0.182539682539683,0.587141882673943,0.557251908396947,0.262220670391061,0.664705882352941,0.297029702970297,0.210526315789474,0.650375939849624,0.142857142857143,"1","1","1",0,"1","1"
"68","2",0.552742616033755,"1","1",0,0.555555555555556,0.560709413369714,0.480916030534351,0.377793296089385,0.647058823529412,0.35934769947583,0.105263157894737,0.958646616541353,0.142857142857143,"1","1","1",0,"1","1"
"69","10",0.79746835443038,"1","1",0,0.484126984126984,0.549454297407913,0.381679389312977,0.611382681564246,0.558823529411765,0.638322655794991,0.157894736842105,0.385338345864662,0.428571428571429,"1","1","1",0,"1","1"
"70","10",0.160337552742616,"1","1",0,0.515873015873016,0.333390177353342,0.465648854961832,0.728002793296089,0.517647058823529,0.26150262085032,0.105263157894737,0.360902255639098,0.142857142857143,"1","1","1",0,"1","1"
"71","41",0.350210970464135,"1","1",0,0.777777777777778,0.572646657571624,0.603053435114504,0.421438547486034,0.723529411764706,0.432731508444962,0,0,0.142857142857143,"1","1","1",0,"1","1"
"72","14",0.29535864978903,"1","1",0,0.634920634920635,0.595839017735334,0.404580152671756,0.63372905027933,0.794117647058823,0.544554455445544,0.263157894736842,0.573308270676692,0.571428571428571,"1","1","1",0,"1","1"
"73","51",0.476793248945148,"1","1",0,0.412698412698413,0.497783083219645,0.465648854961832,0.457402234636871,0.488235294117647,0.490390215492137,0.105263157894737,0.701127819548872,0.142857142857143,"1","1","1",0,"1","1"
"74","30",0.565400843881857,"1","1",0,0.46031746031746,0.508015006821282,0.190839694656489,0.407472067039106,0.458823529411765,0.609202096680256,0.315789473684211,0.355263157894737,0,"1","1","1",0,"1","1"
"75","6",0.388185654008439,"1","1",0,0.555555555555556,0.330491132332879,0.435114503816794,0.543645251396648,0.629411764705882,0.478159580663949,0.315789473684211,0.486842105263158,0.285714285714286,"1","1","1",0,"1","1"
"76","46",0.341772151898734,"1","1",0,0.619047619047619,0.480729877216917,0.389312977099237,0.324371508379888,0.458823529411765,0.479324403028538,0.473684210526316,0.447368421052632,0.142857142857143,"1","1","1",0,"1","1"
"77","50",0.265822784810127,"1","1",0,0.603174603174603,0.446452933151432,0.450381679389313,0.443784916201117,0.329411764705882,0.275480489225393,0.105263157894737,0.370300751879699,0,"2","1","1",0,"1","1"
"78","4",0.316455696202532,"1","2",0.230769230769231,0.523809523809524,0.266200545702592,0.618320610687023,0.490223463687151,0.4,0.464181712288876,0.157894736842105,0.766917293233083,0.142857142857143,"1","1","1",0,"1","1"
"79","17",0.468354430379747,"1","1",0,0.73015873015873,0.296896316507503,0.519083969465649,0.564944134078212,0.541176470588235,0.545719277810134,0.157894736842105,0.400375939849624,0.142857142857143,"1","1","1",0,"1","1"
"80","32",0.472573839662447,"2","1",0,0.507936507936508,0.335777626193724,0.595419847328244,0.597765363128492,0.870588235294118,0.701223063482819,0.263157894736842,0.588345864661654,0.428571428571429,"1","1","1",1,"2","1"
"81","42",0.573839662447257,"1","1",0,0.674603174603175,0.399897680763984,0.389312977099237,0.430167597765363,0.447058823529412,0.458940011648224,0.210526315789474,0.31015037593985,0.714285714285714,"2","1","1",0,"1","1"
"82","29",0.535864978902954,"1","1",0,0.420634920634921,0.278137789904502,0.450381679389313,0.459497206703911,0.7,0.59231217239371,0.263157894736842,0.441729323308271,0.142857142857143,"1","1","1",0,"1","1"
"83","41",0.350210970464135,"1","1",0,0.674603174603175,0.775579809004093,0.648854961832061,0.361382681564246,0.588235294117647,0.702970297029703,0.263157894736842,0.50187969924812,0.285714285714286,"1","1","1",0,"1","1"
"84","14",0.586497890295359,"1","1",0,0.380952380952381,0.540757162346521,0.526717557251908,0.706354748603352,0.547058823529412,0.632498543972044,0.263157894736842,0.674812030075188,0.285714285714286,"1","1","1",0,"1","1"
"85","44",0.443037974683544,"1","1",0,0.492063492063492,0.510914051841746,0.419847328244275,0.508379888268156,0.664705882352941,0.575422248107164,0.105263157894737,0.390977443609023,0.285714285714286,"1","1","1",0,"1","1"
"86","42",0.69620253164557,"1","2",0.615384615384615,0.412698412698413,0.411152796725784,0.618320610687023,0.439944134078212,0.729411764705882,0.528246942341293,0.631578947368421,0.573308270676692,0.142857142857143,"1","1","1",0,"1","1"
"87","43",0.573839662447257,"1","1",0,0.579365079365079,0.200716234652115,0.458015267175573,0.69622905027933,0.694117647058824,0.535818287711124,0.157894736842105,0.533834586466165,0.285714285714286,"1","1","1",0,"1","1"
"88","43",0.675105485232067,"1","1",0,0.444444444444444,0.554911323328786,0.488549618320611,0.486731843575419,0.529411764705882,0.574257425742574,0.105263157894737,0.471804511278195,0.142857142857143,"1","1","1",0,"1","1"
"89","9",0.50210970464135,"1","1",0,0.484126984126984,0.714870395634379,0.366412213740458,0.559357541899441,0.476470588235294,0.665695981362842,0.210526315789474,0.483082706766917,0.714285714285714,"2","1","1",0,"1","1"
"90","43",0.784810126582278,"1","2",0.480769230769231,0.238095238095238,0.560368349249659,0.549618320610687,0.333100558659218,0.458823529411765,0.551543389633081,0.315789473684211,0.593984962406015,0.428571428571429,"1","1","1",0,"1","1"
"91","38",0.426160337552743,"1","2",0.480769230769231,0.563492063492063,0.524556616643929,0.381679389312977,0.741969273743017,0.535294117647059,0.567268491555038,0.105263157894737,0.593984962406015,0.285714285714286,"1","1","1",0,"1","1"
"92","13",0.341772151898734,"1","1",0,0.611111111111111,0.513130968622101,0.381679389312977,0.834497206703911,0.676470588235294,0.497379149679674,0.315789473684211,0.522556390977444,0,"1","1","1",0,"1","1"
"93","23",0.417721518987342,"1","2",0.403846153846154,0.484126984126984,0.230559345156889,0.67175572519084,0.497206703910615,0.664705882352941,0.527664531158998,0.210526315789474,0.593984962406015,0,"1","1","1",0,"1","1"
"94","3",0.185654008438819,"1","1",0,0.388888888888889,0.348567530695771,0.473282442748092,0.401885474860335,0.570588235294118,0.414676761793826,0.210526315789474,0.558270676691729,0.428571428571429,"1","1","1",0,"1","1"
"95","43",0.476793248945148,"1","1",0,0.484126984126984,0.294849931787176,0.50381679389313,0.433310055865922,0.641176470588235,0.401281304601048,0.105263157894737,0.462406015037594,0.142857142857143,"1","1","1",0,"1","1"
"96","50",0.177215189873418,"2","1",0,0.46031746031746,0.446282401091405,0.633587786259542,0.633379888268156,0.558823529411765,0.292952824694234,0.263157894736842,0.701127819548872,0.142857142857143,"2","2","1",0,"1","1"
"97","15",0.430379746835443,"1","1",0,0.373015873015873,0.407912687585266,0.381679389312977,0.403631284916201,0.605882352941176,0.507862550960978,0.157894736842105,0.558270676691729,0.285714285714286,"1","1","1",0,"1","1"
"98","9",0.236286919831224,"1","1",0,0.452380952380952,0.459583901773533,0.137404580152672,0.648393854748603,0.588235294117647,0.726266744321491,0.157894736842105,0.483082706766917,0.285714285714286,"1","1","1",0,"1","1"
"99","28",0.215189873417722,"1","2",0.596153846153846,0.428571428571429,0.335095497953615,0.473282442748092,0.346368715083799,0.829411764705882,0.372160745486313,0.526315789473684,0.289473684210526,0.428571428571429,"1","1","1",0,"1","1"
"100","13",0.308016877637131,"1","1",0,0.53968253968254,0.434004092769441,0.610687022900763,0.744064245810056,0.664705882352941,0.565521258008154,0.210526315789474,0.456766917293233,0.428571428571429,"1","1","1",0,"1","1"
"101","2",0.308016877637131,"1","2",0.884615384615385,0.595238095238095,0.785982264665757,0.580152671755725,0.734986033519553,0.482352941176471,0.433313919627257,0.105263157894737,0.528195488721804,0.142857142857143,"1","1","1",0,"1","1"
"102","12",0.164556962025316,"2","2",0.403846153846154,0.658730158730159,0.408253751705321,0.549618320610687,0.713687150837989,0.570588235294118,0.529411764705882,0.263157894736842,0.552631578947368,0,"1","1","1",0,"1","1"
"103","39",0.345991561181435,"1","1",0,0.626984126984127,0.643076398362892,0.49618320610687,0.418296089385475,0.670588235294118,0.649970879440885,0.315789473684211,0.396616541353383,0.142857142857143,"1","1","1",0,"1","1"
"104","40",0.426160337552743,"1","1",0,0.785714285714286,0.516030013642565,0.427480916030534,0.42877094972067,0.617647058823529,0.589982527664531,0.421052631578947,0.345864661654135,0.142857142857143,"1","1","1",0,"1","1"
"105","19",0.383966244725738,"1","1",0,0.436507936507937,0.234822646657572,0.725190839694656,0.44518156424581,0.517647058823529,0.401863715783343,0.210526315789474,0.406015037593985,0.142857142857143,"1","1","1",0,"1","1"
"106","8",0.329113924050633,"1","2",0.480769230769231,0.484126984126984,0.615791268758527,0.435114503816794,0.651536312849162,0.6,0.532906231799651,0.263157894736842,0.283834586466165,0.571428571428571,"1","1","1",0,"1","1"
"107","43",0.459915611814346,"1","1",0,0.523809523809524,0.6212482946794,0.290076335877863,0.763617318435754,0.629411764705882,0.628421665695981,0.473684210526316,0.68609022556391,0.142857142857143,"2","1","1",0,"1","1"
"108","2",0.286919831223629,"1","2",0.519230769230769,0.555555555555556,0.527114597544338,0.687022900763359,0.885125698324022,0.705882352941177,0.423995340710542,0.368421052631579,0.492481203007519,0.142857142857143,"1","1","1",0,"1","1"
"109","16",0.232067510548523,"1","1",0,0.388888888888889,0.719645293315143,0.458015267175573,0.509427374301676,0.694117647058824,0.488060570762959,0.105263157894737,0.68609022556391,0.571428571428571,"1","1","1",0,"1","1"
"110","45",0.556962025316456,"1","1",0,0.412698412698413,0.961971350613915,0.450381679389313,0.629888268156425,0.817647058823529,0.694234129295282,0.210526315789474,0.75187969924812,0.428571428571429,"2","2","2",1,"2","2"
"111","10",0.49789029535865,"1","2",0.711538461538462,0.373015873015873,0.468451568894952,0.511450381679389,0.774441340782123,0.8,0.638905066977286,0.157894736842105,0.543233082706767,0.142857142857143,"1","1","1",0,"1","1"
"112","46",0.548523206751055,"1","1",0,0.634920634920635,0.395804911323329,0.618320610687023,0.343575418994413,0.588235294117647,0.522422830518346,0.157894736842105,0.451127819548872,0.428571428571429,"1","1","1",0,"1","1"
"113","7",0.248945147679325,"1","2",0.384615384615385,0.626984126984127,0.323840381991814,0.450381679389313,0.686801675977654,0.458823529411765,0.453115899825277,0.210526315789474,0.477443609022556,0.142857142857143,"1","1","1",0,"1","1"
"114","28",0.493670886075949,"1","1",0,0.642857142857143,0.724590723055935,0.312977099236641,0.335195530726257,0.770588235294118,0.545719277810134,0.263157894736842,0.381578947368421,0,"1","1","1",0,"1","1"
"115","39",0.383966244725738,"1","1",0,0.611111111111111,0.519781718963165,0.419847328244275,0.577164804469274,0.341176470588235,0.605707629586488,0.105263157894737,0.432330827067669,0.142857142857143,"1","1","1",0,"1","1"
"116","23",0.215189873417722,"1","1",0,0.523809523809524,0.615791268758527,0.549618320610687,0.375698324022346,0.758823529411765,0.39778683750728,0.421052631578947,0.603383458646616,0.428571428571429,"1","1","1",0,"1","1"
"117","28",0.565400843881857,"1","2",0.346153846153846,0.444444444444444,0.503069577080491,0.206106870229008,0.386173184357542,0.5,0.676761793826441,0.473684210526316,0.644736842105263,0.142857142857143,"1","1","1",0,"1","1"
"118","11",0.447257383966245,"1","1",0,0.674603174603175,0.313949522510232,0.404580152671756,0.644902234636872,0.658823529411765,0.433313919627257,0.263157894736842,0.639097744360902,0.285714285714286,"1","1","1",0,"1","1"
"119","39",0.459915611814346,"1","1",0,0.5,0.440654843110505,0.648854961832061,0.540153631284916,0.723529411764706,0.478159580663949,0.157894736842105,0.573308270676692,0.285714285714286,"1","1","1",0,"1","1"
"120","9",0.455696202531646,"2","2",0.692307692307692,0.896825396825397,0.688778990450205,0.206106870229008,0.526187150837989,0.641176470588235,0.378567268491555,0.157894736842105,0.781954887218045,0.285714285714286,"2","2","1",0,"1","2"
"121","35",0.375527426160338,"1","1",0,0.19047619047619,0.502728512960437,0.381679389312977,0.614525139664804,0.647058823529412,0.425160163075131,0.473684210526316,0.669172932330827,0.142857142857143,"1","1","1",0,"1","1"
"122","20",0.489451476793249,"1","1",0,0.603174603174603,0.677182810368349,0.206106870229008,0.49127094972067,0.6,0.400116482236459,1,0.355263157894737,0.428571428571429,"1","1","1",0,"1","1"
"123","27",0.236286919831224,"1","1",0,0.682539682539683,0.660470668485675,0.625954198473282,0.394553072625698,0.605882352941176,0.341875364006989,0.210526315789474,0.477443609022556,0.142857142857143,"1","1","1",0,"1","1"
"124","30",0.481012658227848,"1","1",0,0.555555555555556,0.373465211459754,0.404580152671756,0.345670391061453,0.541176470588235,0.546301688992429,0.157894736842105,0.274436090225564,0.142857142857143,"1","1","1",0,"1","1"
"125","22",0.30379746835443,"1","1",0,0.619047619047619,0.770634379263302,0.404580152671756,0.682262569832402,0.658823529411765,0.66919044845661,0.263157894736842,0.552631578947368,0.142857142857143,"2","2","1",1,"2","2"
"126","32",0.531645569620253,"1","1",0,0.484126984126984,0.743008185538881,0.67175572519084,0.455656424581006,0.594117647058824,0.529411764705882,0.263157894736842,0.381578947368421,0.142857142857143,"1","1","1",0,"1","1"
"127","9",0.329113924050633,"1","1",0,0.714285714285714,0.174283765347885,0.404580152671756,0.539106145251397,0.647058823529412,0.667443214909726,0.105263157894737,0.766917293233083,0.142857142857143,"1","1","1",0,"1","1"
"128","47",0.135021097046413,"1","2",0.634615384615385,0.603174603174603,0.622783083219645,0.366412213740458,0.753142458100559,0.6,0.584158415841584,0.210526315789474,0.513157894736842,0.142857142857143,"1","1","1",0,"1","1"
